Ref,Step no,Step,Substep — still to do,Actor,Mode,Precondition,Substep — done,Column,Kind,Outcome,Audience,Surface,Text,Built
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 1 of 5,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 2 of 2,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 2 of 3,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 2 of 4,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 2 of 5,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 3 of 3,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 3 of 4,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 3 of 5,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 4 of 4,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 4 of 5,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected — 5 of 5,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Written to the trail when it works,trail row,works,,,coach collected in one pack,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Coach,operator portal,the file downloads,yes
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Coach,operator portal,“Your file downloaded — you have the complete set.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Coach,operator portal,“All 2 files downloaded — you have the complete set.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Coach,operator portal,“All 3 files downloaded — you have the complete set.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Coach,operator portal,“All 4 files downloaded — you have the complete set.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Coach,operator portal,“All 5 files downloaded — you have the complete set.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Admin,operator portal,“The coach has started — first file collected.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Admin,operator portal,“The coach has the complete set.”,no
8c,8,Sent,Coach Downloads,Coach,manual,manual — collects the pack,Coach Downloaded,Shown to someone when it works,message,works,Admin,email,⑤ picked up — the coach has it,yes
9a,9,Reviewing,Update Client,System,automated,automated — fires on the coach's first collection,Client Updated,Written to the trail when it fails,trail row,fails,,,client status update failed — the page still shows the previous line,no
9a,9,Reviewing,Update Client,System,automated,automated — fires on the coach's first collection,Client Updated,Shown to someone when it fails,message,fails,Admin,operator portal,“The client’s status page didn’t update — it still shows the previous step.”,no
9a,9,Reviewing,Update Client,System,automated,automated — fires on the coach's first collection,Client Updated,Written to the trail when it works,trail row,works,,,client status — “Your coach is writing your feedback.”,no
9a,9,Reviewing,Update Client,System,automated,automated — fires on the coach's first collection,Client Updated,Shown to someone when it works,message,works,Customer,status page,“Your coach is writing your feedback.”,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback rejected — over the size limit,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback rejected — file type not supported,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback rejected — the file was empty,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback rejected — over the file-count limit,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback upload stopped partway,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback upload failed — storage unreachable,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it fails,trail row,fails,,,feedback never uploaded — 7 days after hand-off,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Shown to someone when it fails,message,fails,Coach,operator portal,"“That file was rejected — too large, wrong type, or empty.”",no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Shown to someone when it fails,message,fails,Coach,operator portal,“That upload didn’t finish — try it again.”,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Shown to someone when it fails,message,fails,Coach,operator portal,“We couldn’t reach storage. Please try again in a moment.”,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Shown to someone when it fails,message,fails,Admin,operator portal,"“The coach hasn’t uploaded anything, 7 days after hand-off.”",no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it works,trail row,works,,,files attached — 1 feedback,no
9b,9,Reviewing,Upload Feedback,Coach,manual,manual — uploads their feedback,Feedback Uploaded,Written to the trail when it works,trail row,works,,,files attached — 2 feedback,no
